tag_name,published_at,name,body
1.71.0,2022-09-01T18:08:15Z,August 2022 (version 1.71.0),"Welcome to the August 2022 release of Visual Studio Code. August is when many of the engineers on VS Code take their vacations, but there are still many updates in this version that we hope you'll like:

* **[Merge editor improvements](https://code.visualstudio.com/updates/v1_71#merge-editor-improvements)** - Easier transition between text and merge editors.
* **[Expanded codecs support](https://code.visualstudio.com/updates/v1_71#ffmpeg-codecs-support)** - To help display embedded audio and video in notebooks and webviews.
* **[File rename selection](https://code.visualstudio.com/updates/v1_71#explorer-rename-selection-improvements)** - Pressing F2 selects filename, whole name, or file extension.
* **[New Code Action UI](https://code.visualstudio.com/updates/v1_71#new-code-action-control)** - Quickly find the Code Action you're looking for.
* **[Terminal updates](https://code.visualstudio.com/updates/v1_71#terminal)** - Shell integration for fish and Git Bash, new smooth scrolling.
* **[Jupyter notebook image pasting](https://code.visualstudio.com/updates/v1_71#jupyter)** - Paste and preview image files in notebook Markdown cells.
* **[TypeScript livestreams](https://code.visualstudio.com/updates/v1_71#typescript-livestreams)** - Watch TS ""Crash Course"" or ""Tips and Tricks"" on YouTube.
* **[Live Preview extension](https://code.visualstudio.com/updates/v1_71#live-preview)** - Live Preview now supports multi-root web projects.
* **[Markdown Language Server blog post](https://code.visualstudio.com/updates/v1_71#markdown-language-server)** - Learn how Markdown support moved to a Language Server.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.70.2,2022-08-17T18:11:27Z,July 2022 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22July+2022+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_70) on [code.visualstudio.com](https://code.visualstudio.com)."
1.70.1,2022-08-10T18:03:03Z,July 2022 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22July+2022+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_70) on [code.visualstudio.com](https://code.visualstudio.com)."
1.70.0,2022-08-04T17:56:13Z,July 2022 (version 1.70),"Welcome to the July 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[Title bar customization](https://code.visualstudio.com/updates/v1_70#_easier-title-bar-customization)** - Hide/show menu bar, Command Center, or layout control.
* **[Fold selection](https://code.visualstudio.com/updates/v1_70#_fold-selection)** - Create your own folded regions in the editor.
* **[Search multi-select](https://code.visualstudio.com/updates/v1_70#_search-multiple-selection)** - Select and then act on multiple search results.
* **[Tree view search and filtering](https://code.visualstudio.com/updates/v1_70#_tree-find-control)** - Find and filter in tree views such as the Find Explorer.
* **[Terminal improvements](https://code.visualstudio.com/updates/v1_70#_terminal)** - Shell integration on by default, extended PowerShell keybindings.
* **[Command line option --merge](https://code.visualstudio.com/updates/v1_70#_command-line-option-merge)** - Use the 3-way merge editor as your default merge tool.
* **[Notebooks: Go to Most Recently Failed Cell](https://code.visualstudio.com/updates/v1_70#_go-to-most-recently-failed-cell)** - Jump directly to notebook errors.
* **[Python Get started experience](https://code.visualstudio.com/updates/v1_70#_python)** - Quickly install and configure Python within VS Code.
* **[Sticky scroll preview](https://code.visualstudio.com/updates/v1_70#_editor-sticky-scroll)** - New scrolling UI shows current source code scope.
* **[Dev container CLI topic](https://code.visualstudio.com/updates/v1_70#_development-container-cli)** - Learn about the updated development container CLI.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.69.2,2022-07-18T20:40:08Z,June 2022 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22June+2022+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_69) on [code.visualstudio.com](https://code.visualstudio.com)."
1.69.1,2022-07-12T17:04:19Z,June 2022 Recovery 1,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22June+2022+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_69) on [code.visualstudio.com](https://code.visualstudio.com)."
1.69.0,2022-07-07T18:08:20Z,June 2022 (version 1.69),"Welcome to the June 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

* **[3-way merge editor](https://code.visualstudio.com/updates/v1_69#_3-way-merge-editor)** - Resolve merge conflicts within VS Code.
* **[Command Center](https://code.visualstudio.com/updates/v1_69#_command-center)** - New UI to search files, run commands, and navigate cursor history.
* **[Do Not Disturb mode](https://code.visualstudio.com/updates/v1_69#_do-not-disturb-mode)** - Silence non-critical notification popups.
* **[Toggle Light/Dark themes](https://code.visualstudio.com/updates/v1_69#_toggle-between-light-and-dark-themes)** - Quickly switch between preferred light and dark themes.
* **[Terminal shell integration](https://code.visualstudio.com/updates/v1_69#_shell-integration)** - Display command status, run recent commands, and more.
* **[Task output decorations](https://code.visualstudio.com/updates/v1_69#_decorations)** - Highlights task success or failure exit codes.
* **[Git Commit action button](https://code.visualstudio.com/updates/v1_69#_commit-action-button-for-git-repositories)** - Configure your default Git Commit action.
* **[Debug Step Into Target support](https://code.visualstudio.com/updates/v1_69#_improved-step-into-target-ui)** - Allows you to step directly into functions when paused.
* **[JavaScript sourcemap toggling](https://code.visualstudio.com/updates/v1_69#_javascript-debugging)** - Switch to debugging compiled rather than source code.
* **[Color theme tester](https://code.visualstudio.com/updates/v1_69#_theme-tester-supports-built-in-themes)** - Use vscode.dev to preview color themes.

> If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

[**Insiders**](https://code.visualstudio.com/insiders): Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.68.1,2022-06-15T17:53:22Z,May 2022 Recovery 1,"
The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22May+2022+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_67) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.68.0,2022-06-09T18:07:27Z,May 2022 (version 1.68),"Welcome to the May 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:

- [Configure Display Language](https://code.visualstudio.com/updates/v1_68#_configure-display-language-improvements) - See installed and available Language Packs in their language.
- [Problems panel table view](https://code.visualstudio.com/updates/v1_68#_problems-panel-table-view) - View errors and warnings as a table to quickly filter on their source.
- [Deprecated extensions](https://code.visualstudio.com/updates/v1_68#_deprecated-extensions) - Learn whether an extension is deprecated or should be replaced.
- [Extension sponsorship](https://code.visualstudio.com/updates/v1_68#_sponsoring-extensions) - Support the developers who build your favorite extensions.
- [Hide Explorer files using .gitignore](https://code.visualstudio.com/updates/v1_68#_hide-files-in-explorer-based-on-gitignore) - Reuse your existing .gitignore to hide files in the Explorer.
- [Terminal color and contrast enhancements](https://code.visualstudio.com/updates/v1_68#_terminal) - Find match background color, min contrast ratio.
- [Git branch protection](https://code.visualstudio.com/updates/v1_68#_git-branch-protection) - Branch protection available right inside VS Code.
- [TypeScript Go to Source Definition](https://code.visualstudio.com/updates/v1_68#_go-to-source-definition) - Jump directly to a symbol's JavaScript implementation.
- [VS Code for the Web localization](https://code.visualstudio.com/updates/v1_68#_core-localization-support) - vscode.dev now matches your chosen browser language.
- [Development Container specification](https://code.visualstudio.com/updates/v1_68#_development-container-specification) - Learn more about the evolving dev container spec.
- [Preview: Markdown link validation](https://code.visualstudio.com/updates/v1_68#_markdown-link-validation) - Detects broken links to headers, images, and files.

> If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

[**Insiders**](https://code.visualstudio.com/insiders): Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.67.2,2022-05-18T18:05:13Z,April 2022 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22April+2022+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_67) on [code.visualstudio.com](https://code.visualstudio.com)."
1.67.1,2022-05-10T17:37:51Z,April 2022 Recovery 1,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22April+2022+Recovery+1%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_67) on [code.visualstudio.com](https://code.visualstudio.com)."
1.67.0,2022-05-05T18:10:06Z,April 2022 (version 1.67),"Welcome to the April 2022 release of Visual Studio Code. There are many updates in this version that we hope you'll like, some of the key highlights include:


- [Explorer file nesting](https://code.visualstudio.com/updates/v1_67#_explorer-file-nesting) - Nest generated files under source files in the Explorer.
- [Settings editor filters](https://code.visualstudio.com/updates/v1_67#_settings-editor-search-filter-button) - Filter button brings up searches such as `@Modified` settings
- [Bracket pair colorization](https://code.visualstudio.com/updates/v1_67#_bracket-pair-colorization-enabled-by-default) - Colored bracket pairs are now enabled by default.
- [Toggle inlay hints](https://code.visualstudio.com/updates/v1_67#_toggle-inlay-hints) - Ctrl+Alt to quickly hide or show inlay hints in the editor.
- [Drag and drop to create Markdown links](https://code.visualstudio.com/updates/v1_67#_languages) - Drop files into the editor to create Markdown links.
- [Find All References in Markdown](https://code.visualstudio.com/updates/v1_67#_markdown-find-all-references-to-headers) - Quickly find all references to headers, files, URLs.
- [Java extension updates](https://code.visualstudio.com/updates/v1_67#_java) - Now supporting inlay hints and lazy variable resolution.
- [UX Guidelines for extension authors](https://code.visualstudio.com/updates/v1_67#_ux-guidelines) - Guidance for VS Code extension UI best practices.
- [New Rust language topic](https://code.visualstudio.com/updates/v1_67#_rust-in-vs-code) - Learn how to use the Rust programming language in VS Code.

> If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

Watch the release party: Listen in as the VS Code team discusses some of the new features. You can find the [recording of the event](https://www.youtube.com/watch?v=dpfy1V7C4Ho) on our YouTube channel.

[**Insiders**](https://code.visualstudio.com/insiders): Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.66.2,2022-04-12T17:13:55Z,March 2022 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2022+Recovery+2%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_66) on [code.visualstudio.com](https://code.visualstudio.com)."
1.66.1,2022-04-07T17:43:02Z,March 2022 Recovery,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2022+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_66) on [code.visualstudio.com](https://code.visualstudio.com)."
1.66.0,2022-03-30T18:08:24Z,March 2022 (version 1.66),"Welcome to the March 2022 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

- [**Local history**](https://code.visualstudio.com/updates/v1_66#_local-history) - Keep track of local file changes independent of source control.
- [**Settings editor language filter**](https://code.visualstudio.com/updates/v1_66#_settings-editor) - Displays available language-specific settings.
- [**Terminal find improvements**](https://code.visualstudio.com/updates/v1_66#_terminal) - Matches are highlighted in the terminal panel and scroll bar.
- [**Built-in CSS/LESS/SCSS formatters**](https://code.visualstudio.com/updates/v1_66#_css-formatter) - Code formatting for CSS, LESS, and SCSS.
- [**JavaScript heap profiles**](https://code.visualstudio.com/updates/v1_66#_javascript-debugging) - Collect and view JS memory allocations while debugging.
- [**VS Code for the Web**](https://code.visualstudio.com/updates/v1_66#_vs-code-for-the-web) - Drag and drop files and folders into vscode.dev.
- [**Remote - SSH support for Mac**](https://code.visualstudio.com/updates/v1_66#_remote-development) - Connect via SSH to Apple Silicon/M1/ARM64 machines.
- [**New R language topic**](https://code.visualstudio.com/updates/v1_66#_r-in-vs-code) - Learn how to use R for data science in VS Code.

> If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

[**Insiders**](https://code.visualstudio.com/insiders): Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.65.2,2022-03-10T18:57:31Z,February 2022 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22February+2022+Recovery+2%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_65) on [code.visualstudio.com](https://code.visualstudio.com)."
1.65.1,2022-03-08T18:05:09Z,February 2022 Recovery 1,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22February+2022+Recovery+1%22+is%3Aclosed+), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_65) on [code.visualstudio.com](https://code.visualstudio.com)."
1.65.0,2022-03-03T19:03:26Z,February 2022 (version 1.65),"Welcome to the February 2022 release of Visual Studio Code.

- **[New editor history navigation](https://code.visualstudio.com/updates/v1_65#_new-editor-history-navigation)** - Scope Go Back/Go Forward history to editor group or single editor.
- **[Light High Contrast theme](https://code.visualstudio.com/updates/v1_65#_light-high-contrast-theme)** - Light theme for enhanced VS Code editor visibility.
- **[New audio cues](https://code.visualstudio.com/updates/v1_65#_audio-cues)** - Audio cues for warnings, inline suggestions, and breakpoint hits.
- **[Drag and drop Problems and Search results](https://code.visualstudio.com/updates/v1_65#_drag-and-drop-problems-and-search-results)** - Drag results to new or existing editor groups.
- **[Source Control diff editor management](https://code.visualstudio.com/updates/v1_65#_diff-editor-management)** - Automatically close diff editors after Git operations.
- **[Debugger lazy variable evaluation](https://code.visualstudio.com/updates/v1_65#_lazy-variables)** - Lazy evaluation of JavaScript/TypeScript property getters.
- **[Preview: Terminal shell integration](https://code.visualstudio.com/updates/v1_65#_terminal-shell-integration)** - Rerun terminal commands, command status decorations.
- **[VS Code for the Web](https://code.visualstudio.com/updates/v1_65#_vs-code-for-the-web)** - Reopen recent local files and folders, improved Git integration.

> If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com/).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.64.2,2022-02-10T18:00:09Z,January 2022 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22January+2022+Recovery+2%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_64) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.64.1,2022-02-08T18:08:52Z,January 2022 Recovery,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22January+2022+Recovery+1%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_64) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.64.0,2022-02-03T19:14:53Z,January 2022,"# January 2022 (version 1.64)

<!-- DOWNLOAD_LINKS_PLACEHOLDER -->

Welcome to the January 2022 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[New Side Panel](https://code.visualstudio.com/updates/v1_64/#new-side-panel)** - Display more views at once with the new Side Panel.
* **[Settings editor search](https://code.visualstudio.com/updates/v1_64/#settings-editor)** - Search now prioritizes whole word matches.
* **[Audio cues](https://code.visualstudio.com/updates/v1_64/#audio-cues)** - Hear when the cursor moves to folded regions, errors, and breakpoints.
* **[Unicode highlighting](https://code.visualstudio.com/updates/v1_64/#unicode-highlighting-improvements)** - Avoid highlighting characters in supported languages.
* **[Automatic terminal replies](https://code.visualstudio.com/updates/v1_64/#automatic-replies)** - Create automatic responses to common terminal prompts.
* **[Notebook UI improvements](https://code.visualstudio.com/updates/v1_64/#notebooks)** - Search text in Markdown and output cells.
* **[Debug binary data view](https://code.visualstudio.com/updates/v1_64/#viewing-and-editing-binary-data)** - View and edit binary data while debugging.
* **[Markdown path suggestions](https://code.visualstudio.com/updates/v1_64/#markdown-path-intellisense)** - Quickly insert relative file paths and header links.
* **[JS/TS surround with snippets](https://code.visualstudio.com/updates/v1_64/#surround-with-snippets-for-jsts)** - Insert selected code inside snippets.
* **[VS Code for the Web](https://code.visualstudio.com/updates/v1_64/#remote-repositories)** - Support for signed GitHub commits in vscode.dev and github.dev.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Watch a highlight** of the new features in this version at the VS Code team's release party. You can find the [recording of the event](https://www.youtube.com/watch?v=g2UC0FmbYSY) on our YouTube channel.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.63.2,2021-12-16T17:51:28Z,November 2021 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22November+2021+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_63) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.63.1,2021-12-14T18:03:19Z,November 2021 Recovery,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/174?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_63) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.63.0,2021-12-08T21:42:46Z,November 2021,"# November 2021 (version 1.63)

<!-- DOWNLOAD_LINKS_PLACEHOLDER -->

Welcome to the November 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Marketplace theme preview](#preview-themes-before-installing)** - Try out Color Themes without installing them.
* **[Configure Problems navigation order](#configure-problem-navigation-order)** - Go to next error or warning by severity or file position.
* **[Show commands in screencast mode](#screencast-mode-shows-command-names)** - Display command names along with keyboard shortcuts.
* **[Notebook improvements](#notebooks)** - Adjust Markdown font size, better file and URL linking support.
* **[Invisible Unicode highlighting](#unicode-highlighting)** - Highlights invisible or confusable Unicode characters.
* **[TypeScript method completions](#method-signature-completions)** - Quickly fill in interface and override methods.
* **[Pre-release extensions](#pre-release-extensions)** - Try out extension new features and fixes early.
* **[New Java welcome experience](#java)** - To help you configure and learn about Java in VS Code.
* **[More extensions for vscode.dev](#web-extensions)** - Check out recent additions for VS Code for the Web.
* **[Work in a container on an SSH server](#remote-development)** - New Remote - SSH **Reopen in Container** command.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, December 9 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.62.3,2021-11-18T18:55:14Z,October 2021 Recovery 3,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery+3%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com)."
1.62.2,2021-11-11T23:44:43Z,October 2021 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery+2%22), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com)."
1.62.1,2021-11-09T18:09:53Z,October 2021 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery%22), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com)."
1.62.0,2021-11-04T16:59:47Z,October 2021,"Welcome to the October 2021 release of Visual Studio Code. In addition to releasing a preview of [vscode.dev](https://vscode.dev/), we announced in the [October iteration plan](https://github.com/microsoft/vscode/issues/134730) that we would focus on housekeeping GitHub issues and pull requests (see our [issue cleanup guide](https://github.com/microsoft/vscode/wiki/Issue-Grooming)). Across all of our VS Code repositories, we closed (either triaged or fixed) **4163** issues. While we closed issues, you created **2222** new issues. The main [vscode repository](https://github.com/microsoft/vscode/issues) now has **2491** open feature requests and **1246** open bugs. In addition, we closed **194** pull requests.

As in previous years, we used the [live tracker](https://vscode-issue-tracker.netlify.com/) from [Benjamin Lannon](https://github.com/lannonbr) to track our progress:

![Burn down chart of VS Code issues](https://github.com/microsoft/vscode-docs/raw/main/release-notes/images/1_62/october-issue-cleanup.png)

Given the focus on shipping `vscode.dev`, not everybody on the team had cycles for clean-up, so some issue clean-up will continue in November. After housekeeping, we also addressed feature requests and community [pull requests](#pull-requests).

**Watch a highlight** of the new features in this version in the VS Code team's release party. You can find the [recording of the event](https://www.youtube.com/watch?v=IKvtYHfzE3g) on our YouTube channel."
1.61.2,2021-10-19T19:04:01Z,September 2021 Recovery 2,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22September+2021+Recovery+2%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_61) on [code.visualstudio.com](https://code.visualstudio.com)."
1.61.1,2021-10-14T18:30:23Z,September 2021 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2021+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_61) on [code.visualstudio.com](https://code.visualstudio.com)."
1.61.0,2021-10-07T21:07:55Z,September 2021,"Welcome to the September 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Split editors within the same group](https://code.visualstudio.com/updates/v1_61#_split-an-editor-without-creating-a-new-group)** - Quickly create side-by-side editors for the same file.
* **[Locked editor groups](https://code.visualstudio.com/updates/v1_61#_locked-editor-groups)** - Select editor types to automatically lock in an editor group.
* **[Better display of deleted and readonly files](https://code.visualstudio.com/updates/v1_61#_indicate-deleted-and-readonly-editors-via-decorations)** - Tab decorations highlight deleted and readonly files.
* **[Bracket pair guides](https://code.visualstudio.com/updates/v1_61#_bracket-pair-guides)** - Display vertical guides to link matching bracket pairs.
* **[Fixed terminal dimensions](https://code.visualstudio.com/updates/v1_61#_fixed-dimensions)** - Set an active terminal's width and height.
* **[Jupyter Notebook improvements](https://code.visualstudio.com/updates/v1_61#_jupyter)** - Table of Contents view, full debugging support.
* **[Platform-specific extensions](https://code.visualstudio.com/updates/v1_61#_platform-specific-extensions)** - Publish different extension versions for Windows, macOS, and Linux.
* **[Virtual Workspaces extension guide](https://code.visualstudio.com/updates/v1_61#_virtual-workspaces-extension-guide)** - Learn how to update your extension for virtual environments.
* **[Advanced container configuration](https://code.visualstudio.com/updates/v1_61#_advanced-container-configuration)** - Tips, code samples, and videos to help configure development containers.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, October 7 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.60.2,2021-10-04T08:32:56Z,August 2021 Recovery 2,August 2021 Recovery 2
1.60.1,2021-09-14T17:07:11Z,August 2021 Recovery,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22August+2021+Recovery%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_60) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.60.0,2021-09-02T17:02:56Z,August 2021,"Welcome to the August 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Automatic language detection](https://code.visualstudio.com/updates/v1_60#_automatic-language-detection)** - Programming language detected when you paste into VS Code.
* **[Built-in fast bracket colorization](https://code.visualstudio.com/updates/v1_60#_high-performance-bracket-pair-colorization)** - Fast bracket matching and colorization for large files.
* **[Settings editor syntax highlighting](https://code.visualstudio.com/updates/v1_60#_syntax-highlighting-of-codeblocks-in-the-settings-editor)** - Rich syntax highlighting for setting description code blocks.
* **[Custom terminal glyph rendering](https://code.visualstudio.com/updates/v1_60#_terminal)** - Better display of box drawing and block element characters.
* **[Set debugging Watch values](https://code.visualstudio.com/updates/v1_60#_set-value-in-watch-view)** - Change watched values during a debugging session.
* **[Notebook improvements](https://code.visualstudio.com/updates/v1_60#_notebooks)** - Markdown link navigation, faster rendering of large outputs.
* **[JavaScript/TypeScript inlay hints](https://code.visualstudio.com/updates/v1_60#_inlay-hints-for-javascript-and-typescript)** - Inline hints for parameter names and types, and more.
* **[Locked editor group preview](https://code.visualstudio.com/updates/v1_60#_locked-editor-groups)** - Keep a preferred editor layout by locking the editor group.
* **[Python extension testing updates](https://code.visualstudio.com/updates/v1_60#_python)** - Better support for test discovery, navigation, and status.
* **[Web extension authors guide](https://code.visualstudio.com/updates/v1_60#_web-extensions)** - Learn how to update your extension for VS Code in the browser.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, September 2 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.59.1,2021-08-19T22:46:49Z,July 2021 Recovery,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22July+2021+Recovery%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_59) on [code.visualstudio.com](https://code.visualstudio.com/)."
